gene,log2FC
RPL31,17.301305
RPLP2,
RPP30,23.5229
RPP38,23.91861
RPRD1A,19.413805
RPRD1B,
RPS10;RPS10P5,23.18279
RPS27A;UBA52;UBB;UBC,23.036135
RPS27,27.958009999999998
RPS2,21.851275
RPS3,22.694145
RPS6KA3;RPS6KA1;RPS6KA6,18.04474
RPS6KA3,
RPS6KC1,17.84547
RPS8,18.205975
RPUSD2,24.063585000000003
RRAGC,14.364367
RRBP1,18.884225
RREB1,22.45417
RRM2B,20.28858
RRM2,20.63295
RRN3,
RRP12,14.3291835
RRP36,25.99525
RRP8,19.65736
RSF1,21.972749999999998
RSRC2,25.88363
RTEL1,20.5671
RTN4,22.09362
RWDD2B,15.126259999999998
RYBP,
SAC3D1,16.42887
SAE1,19.90682
SAFB,12.2876125
SAMD1,21.201819999999998
SAP130,22.563295
SAP30BP,24.910545
SAPCD2,
SAR1A,24.65007
SARG,23.8469
SART3,
SBNO1,24.170450000000002
SCAF4,21.48887
SCAF8,23.919445
SCAMP3,26.58195
SCAP,20.4434
SCFD1,25.427934999999998
SCML2,
SCRIB;LRRC1,17.466794999999998
SCRN2,19.780099999999997
SCYL1,20.799415
SCYL2,
SCYL3,
SDAD1,26.176665
SDCCAG3,17.98052
SDCCAG8,18.491355
SDE2,23.268735
SEC23IP,22.356785000000002
SEC24B,23.110395
SEC31A,21.87738
SENP1,
SENP2,16.938545
SENP5,14.288205000000001
SENP6,
SENP7,21.776545
SEPSECS,14.924178000000001
SERBP1,24.647295
SERPINB6,17.94981
SETD1A,
SETD1B,21.05789
SETD2,20.091324999999998
SETD8,
SETDB1,24.94735
SET,24.965235
SF1,25.415010000000002
SF3A1,25.182429999999997
SFPQ,26.35364
SFSWAP,25.087744999999998
SGPP1,21.04448
SGTA,22.253505
SH2B1,21.256285
SH2D3A,24.741835000000002
SH2D4A,22.942775
SH2D5,
SH3BP2,13.361998999999999
SH3BP4,13.7446295
SH3BP5L,20.887445
SH3KBP1,21.53173
SH3PXD2A,
SH3RF1,
SHARPIN,22.0745
SHB,22.68843
SHC1,16.56915
SHCBP1,17.882325
SHROOM2;SHROOM3,27.384864999999998
SHROOM2,
SIK2,21.467565
SIK3,20.43353
SIPA1L1,18.301000000000002
SIPA1L2,
SIRT1,16.964615000000002
SKA2,25.249940000000002
SKI,21.20376
SKIV2L,23.303625
SKP1,21.299235
SLBP,23.466965
SLC12A4,
SLC12A6,15.89058
SLC17A7,
SLC1A5,22.935814999999998
SLC20A1,25.472389999999997
SLC26A6,23.071395
SLC29A2,17.2205
SLC35B2,26.627885
SLC35C2,23.134965
SLC38A1,24.897904999999998
SLC4A1AP,
SLC6A14,20.906295
SLC7A6OS,21.739525
SLC9A1,25.803595
SLIRP,23.759875
SLMAP,20.44774
SLTM,26.993470000000002
SLU7,26.196039999999996
SLX4IP,23.557805000000002
SLX4,
SMAD2,
SMAD5;SMAD1,
SMAP2,22.70495
SMAP,23.92657
SMARCA2,18.210250000000002
SMARCA5,18.209335
SMARCAD1,14.332424
SMARCC2,25.376145
SMC3,
SMC5,
SMEK1,18.290785
SMEK2,16.83076
SMG1,
SMG5,21.887595
SMG6,17.23693
SMG8,22.441175
SMN1,21.152525
SNAP23,18.83952
SNAP29,21.63431
SNAPC4,
SNAPIN,23.35262
SND1,20.539565
SNIP1,26.29673
SNRK,
SNRNP200,24.755965000000003
SNRNP70,26.058519999999998
SNRPA1,22.278779999999998
SNRPD2,23.886375
SNTA1,18.395955
SNTB2,24.522220000000004
SNW1,
SNX12,23.66239
SNX15,21.874405
SNX29;SNX29P2,13.4742765
SNX29,19.37892
SNX3,21.256790000000002
SOCS6,
SOGA1,
SOHLH1,22.111305
SORBS1,24.177735
SORBS3,21.213385000000002
SOS1,17.773585
SOS2,14.564544
SOWAHA,21.24337
SOWAHB,19.334670000000003
SOWAHC,23.988945
SOX11,24.054525
SOX15,24.666655
SOX6,23.93412
SP110,20.18733
SP3,13.9507265
SPAST,
SPATA2,17.6153
SPECC1,22.76473
SPEN,24.241425
SPIDR,18.439685
SPIRE1,23.600245
SPR,19.519640000000003
SPRY4,
SPTAN1,21.068459999999998
SPTBN1,26.342545
SPTBN2,
SQSTM1,20.84121
SRCAP,22.05584
SREBF2,19.654435
SRFBP1,23.33549
SRF,23.592125
SRGAP1,24.11084
SRP72,21.81341
SRPK1,23.532725
SRRM1,20.91152
SRRT,23.39012
SRSF10,24.677680000000002
SRSF11,23.05582
SRSF2,28.713594999999998
SRSF3,25.621869999999998
SRSF4,22.50265
SRSF5,23.74484
SRSF6,29.362175
SRSF8,21.71082
SRSF9,22.996395
SSBP3,20.277795
SSBP4,
SSB,26.90375
SSFA2,14.266532999999999
SSH2,23.71747
SSRP1,23.736925
SSX2IP,18.862715
ST6GALNAC1,21.565714999999997
STAC2,22.96011
STAG2,16.20795
STARD10,22.795135000000002
STARD13,25.211655
STARD3NL,21.02378
STAT1,18.20294
STAT3,17.052225
STAU1,26.380364999999998
STAU2,
STIM1,
STK10,
STK11IP,23.107365
STK11,25.26753
STK32C,
STK3,24.817785
STMN1;STMN2,26.47211
STRADA,23.09768
STRIP1,22.716884999999998
STRN,17.00902
STT3B,23.98066
STUB1,27.63428
STXBP5,22.94379
SUB1,24.414720000000003
SUGP1,20.22946
SULT2B1,
SUMO1,
SUN1,22.149675
SUPT16H,22.22948
SUPT6H,26.21759
SUPT7L,21.01631
SUPV3L1,
SURF2,19.38177
SURF6,27.694435000000002
SUV39H1,21.47755
SUZ12,17.968665
SYAP1,15.1183
SYBU,18.046
SYMPK,21.551454999999997
SYNE1,22.68641
SYNE2,23.338675
SYNJ1,21.27147
SYT7,
SYTL1,13.1917125
SYTL5,20.05887
SZRD1,20.0346
SZT2,12.4882315
TAB2,14.372045
TACC1,
TACC3,19.073574999999998
TAF10,17.34156
TAF12,26.873599999999996
TAF2,24.412105
TAF3,22.638475
TAF6,
TAF7,
TAF8,17.47341
TAGLN2,24.582864999999998
TANC2,21.33069
TAOK1,20.910185
TAOK2,15.73856
TAOK3,22.4042
TARS,22.280145
TAX1BP1,19.69408
TAX1BP3,19.271625
TBC1D10A,
TBC1D10B,25.234070000000003
TBC1D14,
TBC1D16,
TBC1D22B,
TBC1D24,23.568179999999998
TBC1D25,25.025979999999997
TBC1D2B,24.01753
TBC1D2,
TBC1D30,23.612645
TBCC,16.096085000000002
TBCK,17.631115
TBKBP1,19.89515
TBL1X,20.020045
TBRG4,23.98917
TCEA1,28.142855
TCEAL3;TCEAL6;TCEAL5,18.6669
TCEAL3,22.376975
TCEAL4,
TCF20,21.918545
TCF3,22.746885
TELO2,16.2589
TERF2IP,21.45545
TERF2,20.46497
TESK1,20.820055
TET2,18.22604
TET3,
TFAP2A;TFAP2E;TFAP2C;TFAP2B,20.988645
TFAP2C,23.61135
TFAP4,24.620975
TFDP1,24.92246
TFDP2,23.627795
TFG,
TFIP11,13.9208465
TFPT,20.141215000000003
TGS1,17.796945
THOC1,21.35038
THOC2,24.662395000000004
THOC5,16.74419
THRA,22.207475000000002
THUMPD1,17.204884999999997
TIAM1,
TICRR,
TIMELESS,
TJAP1,23.963124999999998
TKT,17.70678
TLE1,20.128325
TLE2,
TLK1,17.2173
TLN2,22.605520000000002
TMBIM1,
TMCC1,24.777365
TMCC3;TMCC2,25.61626
TMCC3,
TMEM11,23.02366
TMEM132A,18.757395
TMEM184C,16.72017
TMEM192,20.533075
TMEM230,20.461434999999998
TMEM238,21.250515
TMEM40,22.15975
TMEM87A,
TMOD3,22.553314999999998
TMSB4X,24.18712
TMX1,23.483095
TMX2,18.622935
TNC,17.26622
TNFRSF21,
TNIK,
TNK2,17.542605000000002
TNRC18;BAHCC1,24.56657
TNRC6C,
TNS1,24.488465
TNS2,21.255145
TOB1,19.06579
TOB2,22.38525
TOE1,19.011805000000003
TOM1L1,15.864885000000001
TOMM22,16.86503
TOMM34,26.937649999999998
TONSL,23.744325
TOP1,
TOP2A,24.486245
TOPORS,22.38223
TP53BP2,24.662734999999998
TP53,20.85572
TP53RK,
TPD52,24.62585
TPI1,
TPM1,24.56576
TPPP,23.839895
TPRN,24.084089999999996
TRA2B,22.618940000000002
TRAF4,23.866239999999998
TRAFD1,25.895629999999997
TRAM1,24.583475
TRAPPC12,22.826185
TRAPPC5,19.049075
TRAPPC8,
TRAPPC9,23.102145
TRERF1,24.319540000000003
TRIM11,22.064745000000002
TRIM16,16.830355
TRIM24,23.486240000000002
TRIM25,26.114945
TRIM3,28.856115
TRIM8,
TRIOBP,19.189435
TRIO,23.43291
TRIP10,24.273945
TRIP12,22.769385
TRIT1,24.022745
TRMT10A,22.947585
TRMT112,13.57928
TRMT1,22.18708
TRMT2A,14.281992500000001
TRPM3,
TRPT1,24.603320000000004
TRRAP,23.76397
TSC22D2,16.379379999999998
TSHZ1,
TSNAX,21.934975
TSR3,14.323757
TSSC4,22.98089
TTC28,14.921465
TTC33,26.259915
TTC4,20.47344
TTC7A,22.589235000000002
TTC9,20.24864
TTI1,15.39494
TTLL12,
TTYH3,
TUBA1B;TUBA1A;TUBA3C;TUBA3E;TUBA1C,17.53323
TUBA1B;TUBA4A,22.12171
TUBB;TUBB2B;TUBB2A;TUBB6;TUBB4B;TUBB4A;TUBB8,
TWF1,17.074385
TWISTNB,21.73221
TXLNA,16.42503
TXNL1,21.02726
TYK2,21.604125
UBA1,26.5616
UBA2,13.8568995
UBA5,
UBAC1,
UBAP1,17.850340000000003
UBE2J1,22.06239
UBE2O,20.529715
UBE2V1,19.82932
UBE3A,22.14688
UBE4B,
UBL4A,18.685200000000002
UBL7,24.2912
UBN1,21.6602
UBN2,24.103155
UBR4,24.282740000000004
UBXN6,21.24907
UBXN7,
UCHL3,23.04126
UCKL1,
UFD1L,22.030355
UFL1,21.908845
UHRF1BP1L,23.746035
UHRF1BP1,18.58436
UHRF2,24.027034999999998
UNC13B,22.590275
UNG,19.62988
UPF1,21.70198
UPF2,20.887855000000002
USF2;USF1,24.920430000000003
USO1,22.658565
USP14,25.768919999999998
USP15,22.89228
USP16,25.30385
USP19,
USP1,24.284245
USP20,20.051645
USP28,21.782600000000002
USP38,19.9133
USP39,26.469765000000002
USP42,23.78942
USP6NL,23.20456
USP7,
USP8,24.785185000000002
USP9X,19.02361
UTP14A,
UTP18,22.367905
UTP20,14.067352
UTP3,13.8032105
VAV2,23.98838
VCL,22.932215
VCP,20.009435
VDAC1,21.39362
VDAC2,20.31229
VGLL4,24.763244999999998
VIPAS39,22.051270000000002
VPRBP,18.631925
VPS11,20.79281
VPS13B,16.517605
VPS13C,21.461415
VPS13D,25.196035000000002
VPS33B,
VPS4A,23.924255000000002
VPS4B,26.844839999999998
VPS72,19.35153
VPS8,21.4449
VPS9D1,13.5982445
VRK3,22.953470000000003
WAC,24.604734999999998
WAPAL,26.246245000000002
WASL,19.307225
WBP1,19.119695
WDFY3,22.753140000000002
WDR26,24.28816
WDR3,
WDR44,23.48526
WDR4,26.4521
WDR55,22.266525
WDR62,21.053269999999998
WDR77,24.756055
WDR7,15.627045
WDR90,20.19703
WDTC1,25.403669999999998
WEE1,15.90627
WFS1,21.587205
WHAMM,17.66329
WIPI2,25.93416
WNK2,
WRN,
WTAP,19.871195
WWC1,16.345135
WWP2,24.067905000000003
XBP1,22.495945
XPC,22.978755
XPO4,23.796415
XRCC1,13.604804999999999
XRCC6,24.47018
YBX1,24.84364
YBX2,
YIPF6,
YLPM1,20.280829999999998
YRDC,21.903325
YTHDC1,21.042650000000002
YTHDF2,21.065875
YWHAE,18.04859
YWHAQ;YWHAB;SFN;YWHAG;YWHAE;YWHAZ;YWHAH,
YWHAQ,14.8994705
YWHAZ,18.84069
YY1AP1,23.521325
YY1,23.58748
ZAK,22.490009999999998
ZBED6,
ZBTB10,18.716305
ZBTB3,
ZBTB44,
ZBTB7A,23.152635
ZBTB7C,21.188209999999998
ZC2HC1A,23.87731
ZC3H12A,19.02657
ZC3H14,25.540965
ZC3H15,
ZC3H7A,21.11587
ZC3H8,19.7558
ZC3HC1,26.89581
ZCCHC2,23.17621
ZFAND3,21.5126
ZFAND5,18.07281
ZFP36L2,20.125915
ZFP91,24.088990000000003
ZFPM1,23.88758
ZFR,28.484050000000003
ZFYVE19,26.540705000000003
ZHX2,18.117955000000002
ZHX3,18.15298
ZKSCAN1,23.526315
ZMYM3,24.3059
ZMYM4,21.16038
ZNF148,20.38248
ZNF219,
ZNF250,
ZNF280C,21.913615
ZNF280D,18.138535
ZNF318,24.535145
ZNF330,25.432
ZNF335,21.024615
ZNF358,21.36732
ZNF367,16.99794
ZNF385A,20.021905
ZNF385D,
ZNF395,
ZNF408,
ZNF428,22.453030000000002
ZNF451,20.76028
ZNF462,
ZNF496,
ZNF507,20.823925
ZNF518A,
ZNF532,23.841845
ZNF574,16.59394
ZNF592,23.615265
ZNF600,19.900835
ZNF608,21.56381
ZNF618,15.93741
ZNF638,22.09497
ZNF639,
ZNF652,17.637439999999998
ZNF654,17.689805
ZNF687,26.416005
ZNF692,23.571215
ZNF703,
ZNF750,20.105845000000002
ZNF764,21.162475
ZNF777,
ZNF800,19.2465
ZNF827,
ZNF830,22.24088
ZNF84,17.45886
ZNHIT3,20.661355
ZNHIT6,23.90726
ZRANB2,28.53053
ZRANB3,17.529065
ZRSR2,22.202665
ZSCAN22,17.89369
ZSCAN29,18.505155
ZSWIM8,22.63973
ZYX,17.488815000000002
ZZEF1,21.630465
ZZZ3,23.838895
